UBIGEO,N_MERCADOS_2017,N_MERCADOS_2018,N_MERCADOS_2022,N_MERCADOS_2016,N_PUESTOS_VERDURAS_2016
130503,0,0,0,0,0
130504,0,0,0,0,0
130602,0,0,0,0,0
130604,0,0,0,0,0
130605,0,0,0,0,0
130606,0,0,0,0,0
130608,0,0,0,0,0
130610,0,0,0,0,0
130611,0,0,0,0,0
130613,0,0,0,0,0
130614,0,0,0,0,0
130802,0,0,0,0,0
130805,0,0,0,0,0
130806,0,0,0,0,0
130807,0,0,0,0,0
130809,0,0,0,0,0
130810,0,0,0,0,0
130811,0,0,0,0,0
130813,0,0,0,0,0
130902,0,0,0,0,0
130903,0,0,0,0,0
130905,0,0,0,0,0
130907,0,0,0,0,0
130908,0,0,0,0,0
131004,0,0,0,0,0
131005,0,0,0,0,0
131007,0,0,0,0,0
131008,0,0,0,0,0
131102,0,0,0,0,0
131103,0,0,0,0,0
131104,0,0,0,0,0
140104,0,0,0,0,0
140109,0,0,0,0,0
140111,0,0,0,0,0
140202,0,0,0,0,0
140203,0,0,0,0,0
140204,0,0,0,0,0
140206,0,0,0,0,0
140302,0,0,0,0,0
020509,0,0,0,0,0
021511,0,0,0,0,0
021710,0,0,0,0,0
030708,0,0,0,0,0
030710,0,0,0,0,0
040311,0,0,0,0,0
050702,0,0,0,0,0
050803,0,0,0,0,0
050804,0,0,0,0,0
060201,0,0,0,0,0
150138,0,0,0,0,0
150302,0,0,0,0,0
150303,0,0,0,0,0
150304,0,0,0,0,0
020109,0,0,0,0,0
020802,0,0,0,0,0
021009,0,0,0,0,0
021104,0,0,0,0,0
021804,0,0,0,0,0
040114,0,0,0,0,0
050602,0,0,0,0,0
050805,0,0,0,0,0
150305,0,0,0,0,0
150402,0,0,0,0,0
150403,0,0,0,0,0
150404,0,0,0,0,0
150405,0,0,0,0,0
150406,0,0,0,0,0
150407,0,0,0,0,0
150502,0,0,0,0,0
150503,0,0,0,0,0
150506,0,0,0,0,0
150508,0,0,0,0,0
150511,0,0,0,0,0
150515,0,0,0,0,0
150516,0,0,0,0,0
150602,0,0,0,0,0
150603,0,0,0,0,0
150604,0,0,0,0,0
150606,0,0,0,0,0
010502,0,0,0,0,0
010511,0,0,0,0,0
020104,0,0,0,0,0
020304,0,0,0,0,0
020505,0,0,0,0,0
020609,0,0,0,0,0
021004,0,0,0,0,0
021016,0,0,0,0,0
021308,0,0,0,0,0
021407,0,0,0,0,0
030402,0,0,0,0,0
030406,0,0,0,0,0
030411,0,0,0,0,0
030704,0,0,0,0,0
040106,0,0,0,0,0
040512,0,0,0,0,0
040514,0,0,0,0,0
040517,0,0,0,0,0
040519,0,0,0,0,0
050610,0,0,0,0,0
050614,0,0,0,0,0
050615,0,0,0,0,0
051008,0,0,0,0,0
060203,0,0,0,0,0
060204,0,0,0,0,0
060302,0,0,0,0,0
060408,0,0,0,0,0
060416,0,0,0,0,0
060603,0,0,0,0,0
060611,0,0,0,0,0
150607,0,0,0,0,0
150608,0,0,0,0,0
150609,0,0,0,0,0
150610,0,0,0,0,0
150611,0,0,0,0,0
150612,0,0,0,0,0
150702,0,0,0,0,0
150703,0,0,0,0,0
150704,0,0,0,0,0
150706,0,0,0,0,0
150707,0,0,0,0,0
150708,0,0,0,0,0
150709,0,0,0,0,0
150710,0,0,0,0,0
150711,0,0,0,0,0
150712,0,0,0,0,0
150713,0,0,0,0,0
150715,0,0,0,0,0
150716,0,0,0,0,0
150717,0,0,0,0,0
150718,0,0,0,0,0
150719,0,0,0,0,0
150720,0,0,0,0,0
150721,0,0,0,0,0
150723,0,0,0,0,0
150724,0,0,0,0,0
150725,0,0,0,0,0
150726,0,0,0,0,0
150727,0,0,0,0,0
150728,0,0,0,0,0
150729,0,0,0,0,0
150730,0,0,0,0,0
150731,0,0,0,0,0
150732,0,0,0,0,0
150802,0,0,0,0,0
150803,0,0,0,0,0
150804,0,0,0,0,0
150808,0,0,0,0,0
150809,0,0,0,0,0
150902,0,0,0,0,0
150903,0,0,0,0,0
150904,0,0,0,0,0
150905,0,0,0,0,0
151002,0,0,0,0,0
151003,0,0,0,0,0
151004,0,0,0,0,0
151005,0,0,0,0,0
151006,0,0,0,0,0
151007,0,0,0,0,0
151008,0,0,0,0,0
151009,0,0,0,0,0
151010,0,0,0,0,0
151011,0,0,0,0,0
151012,0,0,0,0,0
151013,0,0,0,0,0
151014,0,0,0,0,0
151015,0,0,0,0,0
151016,0,0,0,0,0
151018,0,0,0,0,0
151019,0,0,0,0,0
151020,0,0,0,0,0
151021,0,0,0,0,0
151022,0,0,0,0,0
151023,0,0,0,0,0
010312,0,0,0,0,0
010515,0,0,0,0,0
020111,0,0,0,0,0
020513,0,0,0,0,0
020514,0,0,0,0,0
020515,0,0,0,0,0
020602,0,0,0,0,0
020904,0,0,0,0,0
021005,0,0,0,0,0
021008,0,0,0,0,0
021203,0,0,0,0,0
021208,0,0,0,0,0
021210,0,0,0,0,0
021401,0,0,0,0,0
021402,0,0,0,0,0
021506,0,0,0,0,0
021708,0,0,0,0,0
022005,0,0,0,0,0
030210,0,0,0,0,0
030214,0,0,0,0,0
030303,0,0,0,0,0
040604,0,0,0,0,0
050111,0,0,0,0,0
050608,0,0,0,0,0
050806,0,0,0,0,0
050807,0,0,0,0,0
051004,0,0,0,0,0
051006,0,0,0,0,0
051011,0,0,0,0,0
151027,0,0,0,0,0
151028,0,0,0,0,0
151029,0,0,0,0,0
151030,0,0,0,0,0
151031,0,0,0,0,0
151032,0,0,0,0,0
151033,0,0,0,0,0
160102,0,0,0,0,0
160105,0,0,0,0,0
160107,0,0,0,0,0
160110,0,0,0,0,0
160202,0,0,0,0,0
160205,0,0,0,0,0
160210,0,0,0,0,0
160211,0,0,0,0,0
160302,0,0,0,0,0
160303,0,0,0,0,0
160304,0,0,0,0,0
160305,0,0,0,0,0
160401,0,0,0,0,0
160502,0,0,0,0,0
160503,0,0,0,0,0
010517,0,0,0,0,0
020202,0,0,0,0,0
020510,0,0,0,0,0
021006,0,0,0,0,0
021007,0,0,0,0,0
021902,0,0,0,0,0
021905,0,0,0,0,0
030213,0,0,0,0,0
040113,0,0,0,0,0
040125,0,0,0,0,0
040127,0,0,0,0,0
040407,0,0,0,0,0
040412,0,0,0,0,0
040508,0,0,0,0,0
040511,0,0,0,0,0
040608,0,0,0,0,0
040803,0,0,0,0,0
040810,0,0,0,0,0
050618,0,0,0,0,0
051010,0,0,0,0,0
060405,0,0,0,0,0
160504,0,0,0,0,0
160505,0,0,0,0,0
160506,0,0,0,0,0
160507,0,0,0,0,0
160508,0,0,0,0,0
160509,0,0,0,0,0
010301,0,0,0,0,0
010303,0,0,0,0,0
010304,0,0,0,0,0
010305,0,0,0,0,0
010306,0,0,0,0,0
010308,0,0,0,0,0
010309,0,0,0,0,0
010310,0,0,0,0,0
010311,0,0,0,0,0
010402,0,0,0,0,0
010503,0,0,0,0,0
010504,0,0,0,0,0
010506,0,0,0,0,0
010507,0,0,0,0,0
010508,0,0,0,0,0
010512,0,0,0,0,0
010514,0,0,0,0,0
010519,0,0,0,0,0
010520,0,0,0,0,0
010521,0,0,0,0,0
010523,0,0,0,0,0
010607,0,0,0,0,0
010608,0,0,0,0,0
010609,0,0,0,0,0
010610,0,0,0,0,0
010612,0,0,0,0,0
010704,0,0,0,0,0
020106,0,0,0,0,0
020110,0,0,0,0,0
020502,0,0,0,0,0
020504,0,0,0,0,0
020511,0,0,0,0,0
020608,0,0,0,0,0
020902,0,0,0,0,0
021003,0,0,0,0,0
021105,0,0,0,0,0
021202,0,0,0,0,0
021307,0,0,0,0,0
021510,0,0,0,0,0
021709,0,0,0,0,0
021906,0,0,0,0,0
021909,0,0,0,0,0
022002,0,0,0,0,0
022006,0,0,0,0,0
030206,0,0,0,0,0
030703,0,0,0,0,0
050403,0,0,0,0,0
050409,0,0,0,0,0
050621,0,0,0,0,0
050808,0,0,0,0,0
050809,0,0,0,0,0
050810,0,0,0,0,0
051103,0,0,0,0,0
060310,0,0,0,0,0
060415,0,0,0,0,0
160511,0,0,0,0,0
160603,0,0,0,0,0
160604,0,0,0,0,0
160605,0,0,0,0,0
160702,0,0,0,0,0
160703,0,0,0,0,0
160704,0,0,0,0,0
160706,0,0,0,0,0
160802,0,0,0,0,0
160803,0,0,0,0,0
160804,0,0,0,0,0
170202,0,0,0,0,0
170303,0,0,0,0,0
180102,0,0,0,0,0
180103,0,0,0,0,0
180105,0,0,0,0,0
180106,0,0,0,0,0
180201,0,0,0,0,0
180202,0,0,0,0,0
180203,0,0,0,0,0
180205,0,0,0,0,0
180206,0,0,0,0,0
180207,0,0,0,0,0
180208,0,0,0,0,0
180209,0,0,0,0,0
180210,0,0,0,0,0
180211,0,0,0,0,0
180302,0,0,0,0,0
190105,0,0,0,0,0
190106,0,0,0,0,0
190108,0,0,0,0,0
190110,0,0,0,0,0
190111,0,0,0,0,0
190112,0,0,0,0,0
190202,0,0,0,0,0
190203,0,0,0,0,0
190204,0,0,0,0,0
190205,0,0,0,0,0
190206,0,0,0,0,0
190207,0,0,0,0,0
190208,0,0,0,0,0
190302,0,0,0,0,0
190303,0,0,0,0,0
190305,0,0,0,0,0
190306,0,0,0,0,0
020305,0,0,0,0,0
020905,0,0,0,0,0
021306,0,0,0,0,0
030209,0,0,0,0,0
040105,0,0,0,0,0
040408,0,0,0,0,0
040811,0,0,0,0,0
050302,0,0,0,0,0
050408,0,0,0,0,0
050901,0,0,0,0,0
050902,0,0,0,0,0
050903,0,0,0,0,0
050904,0,0,0,0,0
050905,0,0,0,0,0
060107,0,0,0,0,0
060418,0,0,0,0,0
200108,0,0,0,0,0
200202,0,0,0,0,0
200203,0,0,0,0,0
200204,0,0,0,0,0
200205,0,0,0,0,0
200206,0,0,0,0,0
200208,0,0,0,0,0
200209,0,0,0,0,0
200302,0,0,0,0,0
200303,0,0,0,0,0
200305,0,0,0,0,0
200306,0,0,0,0,0
200307,0,0,0,0,0
200308,0,0,0,0,0
200403,0,0,0,0,0
020102,0,0,0,0,0
021207,0,0,0,0,0
022008,0,0,0,0,0
030107,0,0,0,0,0
030108,0,0,0,0,0
030707,0,0,0,0,0
050906,0,0,0,0,0
060413,0,0,0,0,0
060609,0,0,0,0,0
200406,0,0,0,0,0
030219,0,0,0,0,0
050406,0,0,0,0,0
200407,0,0,0,0,0
200408,0,0,0,0,0
200410,0,0,0,0,0
200503,0,0,0,0,0
200604,0,0,0,0,0
021209,0,0,0,0,0
021504,0,0,0,0,0
021907,0,0,0,0,0
030103,0,0,0,0,0
050113,0,0,0,0,0
050304,0,0,0,0,0
050616,0,0,0,0,0
060503,0,0,0,0,0
060605,0,0,0,0,0
200605,0,0,0,0,0
200606,0,0,0,0,0
200608,0,0,0,0,0
200704,0,0,0,0,0
200802,0,0,0,0,0
200804,0,0,0,0,0
200806,0,0,0,0,0
010516,0,0,0,0,0
020303,0,0,0,0,0
020603,0,0,0,0,0
021013,0,0,0,0,0
021303,0,0,0,0,0
021403,0,0,0,0,0
021410,0,0,0,0,0
021702,0,0,0,0,0
021910,0,0,0,0,0
030217,0,0,0,0,0
030301,0,0,0,0,0
030302,0,0,0,0,0
030412,0,0,0,0,0
030413,0,0,0,0,0
030604,0,0,0,0,0
040202,0,0,0,0,0
040203,0,0,0,0,0
040808,0,0,0,0,0
050102,0,0,0,0,0
050202,0,0,0,0,0
050402,0,0,0,0,0
050502,0,0,0,0,0
050609,0,0,0,0,0
050907,0,0,0,0,0
050908,0,0,0,0,0
051107,0,0,0,0,0
210103,0,0,0,0,0
210104,0,0,0,0,0
210106,0,0,0,0,0
210107,0,0,0,0,0
210108,0,0,0,0,0
210109,0,0,0,0,0
210110,0,0,0,0,0
210111,0,0,0,0,0
210112,0,0,0,0,0
210113,0,0,0,0,0
210114,0,0,0,0,0
210115,0,0,0,0,0
210202,0,0,0,0,0
210204,0,0,0,0,0
210205,0,0,0,0,0
210206,0,0,0,0,0
210207,0,0,0,0,0
210208,0,0,0,0,0
210210,0,0,0,0,0
210213,0,0,0,0,0
010603,0,0,0,0,0
020302,0,0,0,0,0
021908,0,0,0,0,0
030203,0,0,0,0,0
030207,0,0,0,0,0
030208,0,0,0,0,0
030211,0,0,0,0,0
030306,0,0,0,0,0
030307,0,0,0,0,0
030403,0,0,0,0,0
030404,0,0,0,0,0
030414,0,0,0,0,0
030415,0,0,0,0,0
030416,0,0,0,0,0
030417,0,0,0,0,0
030502,0,0,0,0,0
030602,0,0,0,0,0
040603,0,0,0,0,0
050103,0,0,0,0,0
050909,0,0,0,0,0
050910,0,0,0,0,0
210214,0,0,0,0,0
210215,0,0,0,0,0
210302,0,0,0,0,0
210304,0,0,0,0,0
210305,0,0,0,0,0
210306,0,0,0,0,0
210307,0,0,0,0,0
210310,0,0,0,0,0
210403,0,0,0,0,0
210405,0,0,0,0,0
210406,0,0,0,0,0
210502,0,0,0,0,0
210505,0,0,0,0,0
210602,0,0,0,0,0
210603,0,0,0,0,0
210604,0,0,0,0,0
210606,0,0,0,0,0
210607,0,0,0,0,0
210608,0,0,0,0,0
210702,0,0,0,0,0
210703,0,0,0,0,0
210704,0,0,0,0,0
210705,0,0,0,0,0
210706,0,0,0,0,0
210707,0,0,0,0,0
210708,0,0,0,0,0
210709,0,0,0,0,0
210710,0,0,0,0,0
210802,0,0,0,0,0
210803,0,0,0,0,0
210804,0,0,0,0,0
210805,0,0,0,0,0
210806,0,0,0,0,0
210807,0,0,0,0,0
210808,0,0,0,0,0
210809,0,0,0,0,0
210901,0,0,0,0,0
210902,0,0,0,0,0
210903,0,0,0,0,0
210904,0,0,0,0,0
211001,0,0,0,0,0
211003,0,0,0,0,0
211004,0,0,0,0,0
211005,0,0,0,0,0
211104,1,1,1,0,0
211202,0,0,0,0,0
211204,0,0,0,0,0
211205,0,0,0,0,0
211206,0,0,0,0,0
020204,0,0,0,0,0
020604,0,0,0,0,0
020907,0,0,0,0,0
021015,0,0,0,0,0
021408,0,0,0,0,0
021602,0,0,0,0,0
022004,0,0,0,0,0
030504,0,0,0,0,0
030606,0,0,0,0,0
040205,0,0,0,0,0
040206,0,0,0,0,0
040507,0,0,0,0,0
040513,0,0,0,0,0
050911,0,0,0,0,0
060610,0,0,0,0,0
211207,0,0,0,0,0
211209,0,0,0,0,0
211302,0,0,0,0,0
211303,0,0,0,0,0
211304,0,0,0,0,0
211305,0,0,0,0,0
211306,0,0,0,0,0
211307,0,0,0,0,0
220102,0,0,0,0,0
220103,0,0,0,0,0
220106,0,0,0,0,0
220202,0,0,0,0,0
220203,0,0,0,0,0
220204,0,0,0,0,0
220205,0,0,0,0,0
220206,0,0,0,0,0
220302,0,0,0,0,0
220304,0,0,0,0,0
220305,0,0,0,0,0
220402,0,0,0,0,0
220403,0,0,0,0,0
220404,0,0,0,0,0
220405,0,0,0,0,0
220406,0,0,0,0,0
220502,0,0,0,0,0
220503,0,0,0,0,0
220505,0,0,0,0,0
220506,0,0,0,0,0
220507,0,0,0,0,0
220508,0,0,0,0,0
220509,0,0,0,0,0
220511,0,0,0,0,0
220602,0,0,0,0,0
220603,0,0,0,0,0
220604,0,0,0,0,0
220605,0,0,0,0,0
010707,0,0,0,0,0
020605,0,0,0,0,0
020611,0,0,0,0,0
021508,0,0,0,0,0
030607,0,0,0,0,0
040207,0,0,0,0,0
040310,0,0,0,0,0
040518,0,0,0,0,0
220702,0,0,0,0,0
220703,0,0,0,0,0
220704,0,0,0,0,0
220706,0,0,0,0,0
220708,0,0,0,0,0
220709,0,0,0,0,0
220710,0,0,0,0,0
220802,0,0,0,0,0
030220,0,0,0,0,0
030610,0,0,0,0,0
040305,0,0,0,0,0
050201,0,0,0,0,0
050506,0,0,0,0,0
060305,0,0,0,0,0
060403,0,0,0,0,0
220806,0,0,0,0,0
220808,0,0,0,0,0
010705,0,0,0,0,0
020610,0,0,0,0,0
021102,0,0,0,0,0
030218,0,0,0,0,0
050105,0,0,0,0,0
050112,0,0,0,0,0
050205,0,0,0,0,0
050206,0,0,0,0,0
050504,0,0,0,0,0
051001,0,0,0,0,0
051002,0,0,0,0,0
220902,0,0,0,0,0
220903,0,0,0,0,0
220905,0,0,0,0,0
220906,0,0,0,0,0
220907,0,0,0,0,0
220908,0,0,0,0,0
220910,0,0,0,0,0
220911,0,0,0,0,0
220912,0,0,0,0,0
220914,0,0,0,0,0
221003,0,0,0,0,0
221004,0,0,0,0,0
230103,0,0,0,0,0
230105,0,0,0,0,0
230106,0,0,0,0,0
230107,0,0,0,0,0
230111,0,0,0,0,0
230202,0,0,0,0,0
230203,0,0,0,0,0
230204,0,0,0,0,0
230205,0,0,0,0,0
230206,0,0,0,0,0
230402,0,0,0,0,0
230403,0,0,0,0,0
230404,0,0,0,0,0
230405,0,0,0,0,0
230406,0,0,0,0,0
230407,0,0,0,0,0
240105,0,0,0,0,0
240106,0,0,0,0,0
240202,0,0,0,0,0
240303,0,0,0,0,0
240304,0,0,0,0,0
250104,0,0,0,0,0
250202,0,0,0,0,0
250204,0,0,0,0,0
